PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36286287","New Biomarkers and Their Potential Role in Heart Failure Treatment Optimisation-An African Perspective","Badianyama M, Mpanya D, Adamu U, Sigauke F, Nel S, Tsabedze N.","J Cardiovasc Dev Dis. 2022 Oct 2;9(10):335. doi: 10.3390/jcdd9100335.","Badianyama M","J Cardiovasc Dev Dis","2022","2022/10/26","PMC9604249","","10.3390/jcdd9100335"
"36312535","Material property alterations for phenotypes of heart failure with preserved ejection fraction: A numerical study of subject-specific porcine models","Weissmann J, Charles CJ, Richards AM, Yap CH, Marom G.","Front Bioeng Biotechnol. 2022 Oct 14;10:1032034. doi: 10.3389/fbioe.2022.1032034. eCollection 2022.","Weissmann J","Front Bioeng Biotechnol","2022","2022/10/31","PMC9614036","","10.3389/fbioe.2022.1032034"
"37431150","Indole-3-propionic acid, a product of intestinal flora, inhibits the HDAC6/NOX2 signaling and relieves doxorubicin-induced cardiomyocyte damage","Li C, Chang J, Wang Y, Pan G.","Folia Morphol (Warsz). 2023 Jul 11. doi: 10.5603/FM.a2023.0046. Online ahead of print.","Li C","Folia Morphol (Warsz)","2023","2023/07/11","","","10.5603/FM.a2023.0046"
"37683843","Identification of Membrane Palmitoylated Protein 1 (MPP1) as a Heart-Failure-Promoting Protein Triggered by Cardiovascular Risk Factors and Aging","Abd Alla J, Nerger E, Langer A, Quitterer U.","Biochem Pharmacol. 2023 Sep 6:115789. doi: 10.1016/j.bcp.2023.115789. Online ahead of print.","Abd Alla J","Biochem Pharmacol","2023","2023/09/08","","","10.1016/j.bcp.2023.115789"
"36348895","A Systematic Review Exploring the Cardiovascular and Renal Effects of Empagliflozin in Patients With Heart Failure With Reduced Ejection Fraction","Athiyaman S, Randhi B, Gutlapalli SD, Pu J, Zaidi MF, Patel M, Atluri LM, Gonzalez NA, Sakhamuri N, Venugopal S.","Cureus. 2022 Oct 4;14(10):e29896. doi: 10.7759/cureus.29896. eCollection 2022 Oct.","Athiyaman S","Cureus","2022","2022/11/09","PMC9632915","","10.7759/cureus.29896"
"36201402","Usability and Acceptability of a Palliative Care Mobile Intervention for Older Adults With Heart Failure and Caregivers: Observational Study","Villalobos JP, Bull SS, Portz JD.","JMIR Aging. 2022 Oct 6;5(4):e35592. doi: 10.2196/35592.","Villalobos JP","JMIR Aging","2022","2022/10/06","PMC9585449","","10.2196/35592"
"37667884","Sleep-disordered breathing and heart failure: a vicious cycle of cardiovascular risk","Cacciapuoti F, D'Onofrio A, Tarquinio LG, Capone V, Mauro C, Marfella R, Cacciapuoti F.","Monaldi Arch Chest Dis. 2023 Sep 1. doi: 10.4081/monaldi.2023.2660. Online ahead of print.","Cacciapuoti F","Monaldi Arch Chest Dis","2023","2023/09/05","","","10.4081/monaldi.2023.2660"
"36836729","Is Hypovitaminosis D a Risk Factor for Heart Failure?","Hagău AC, Pușcaș A, Togănel R, Muntean I.","Life (Basel). 2023 Jan 29;13(2):372. doi: 10.3390/life13020372.","Hagău AC","Life (Basel)","2023","2023/02/25","PMC9967471","","10.3390/life13020372"
"36675802","A Long Road to Personalized Medicine in Heart Failure and Cardiomyopathies","Nagatomo Y.","J Pers Med. 2023 Jan 11;13(1):141. doi: 10.3390/jpm13010141.","Nagatomo Y","J Pers Med","2023","2023/01/21","PMC9862187","","10.3390/jpm13010141"
"30725775","Heart Transplantation Patient Selection","Brown KN, Abraham J, Kanmanthareddy A.","2023 Jun 5. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2023 Jan–.","Brown KNAbraham JKanmanthareddy A","StatPearls","2023","2023/06/05","","",""
"37406374","Treatment of depression and inadequate self-care in patients with heart failure: One-year outcomes of a randomized controlled trial","Freedland KE, Skala JA, Carney RM, Steinmeyer BC, Rich MW.","Gen Hosp Psychiatry. 2023 Jun 7;84:82-88. doi: 10.1016/j.genhosppsych.2023.06.001. Online ahead of print.","Freedland KE","Gen Hosp Psychiatry","2023","2023/07/05","","","10.1016/j.genhosppsych.2023.06.001"
"36457630","Premature Bioprosthetic Mitral Valve Dysfunction Due to Flail Leaflet Treated With Transcatheter Mitral Valve Replacement; a Case Report","Munoz C, Valencia C, Scoma C, Fernandez J.","Cureus. 2022 Oct 28;14(10):e30814. doi: 10.7759/cureus.30814. eCollection 2022 Oct.","Munoz C","Cureus","2022","2022/12/02","PMC9705072","","10.7759/cureus.30814"
"37305334","Acute Lymphoblastic Leukemia Presenting with Acute Decompensated Cardiac Failure","Abdelghani MS, Altermanini M, El-Hassan M, Allam AG, Patel A.","Heart Views. 2023 Apr-Jun;24(2):109-113. doi: 10.4103/heartviews.heartviews_85_22. Epub 2023 Mar 24.","Abdelghani MS","Heart Views","2023","2023/06/12","PMC10249640","","10.4103/heartviews.heartviews_85_22"
"36644646","Breaking the Cycle of Heart Failure With Preserved Ejection Fraction and Atrial Fibrillation","Ţica O, Khamboo W, Kotecha D.","Card Fail Rev. 2022 Nov 18;8:e32. doi: 10.15420/cfr.2022.03. eCollection 2022 Jan.","Ţica O","Card Fail Rev","2022","2023/01/16","PMC9820207","","10.15420/cfr.2022.03"
"37036244","What are key characteristics of adults with advanced heart failure discharged from ICU?","Edmiston EA, Hardin HK, Dolansky MA.","Nurs Crit Care. 2023 Apr 10. doi: 10.1111/nicc.12914. Online ahead of print.","Edmiston EA","Nurs Crit Care","2023","2023/04/10","","","10.1111/nicc.12914"
"37550833","Scoping Review of Measures of Comorbidities in Heart Failure","Lee J, Oh O, Park DI, Nam G, Lee KS.","J Cardiovasc Nurs. 2023 Aug 8. doi: 10.1097/JCN.0000000000001016. Online ahead of print.","Lee J","J Cardiovasc Nurs","2023","2023/08/08","","","10.1097/JCN.0000000000001016"
"36873765","Beneficial Effects of Dipeptidyl Peptidase-4 Inhibitors on Heart Failure With Preserved Ejection Fraction and Diabetes","Enzan N, Matsushima S, Kaku H, Tohyama T, Nagata T, Ide T, Tsutsui H.","JACC Asia. 2023 Jan 3;3(1):93-104. doi: 10.1016/j.jacasi.2022.09.015. eCollection 2023 Feb.","Enzan N","JACC Asia","2023","2023/03/06","PMC9982295","","10.1016/j.jacasi.2022.09.015"
"37709934","Immunomodulation and immunopharmacology in heart failure","Markousis-Mavrogenis G, Baumhove L, Al-Mubarak AA, Aboumsallem JP, Bomer N, Voors AA, van der Meer P.","Nat Rev Cardiol. 2023 Sep 14. doi: 10.1038/s41569-023-00919-6. Online ahead of print.","Markousis-Mavrogenis G","Nat Rev Cardiol","2023","2023/09/14","","","10.1038/s41569-023-00919-6"
"37197964","An Iron-chelating Agent Improved the Cardiac Function in a Patient with Severe Heart Failure Due to Hereditary Hemochromatosis","Setoguchi A, Kawano H, Okano S, Honda T, Kato T, Dateki S, Senoo A, Nakashima Y, Motokawa T, Ueno Y, Akashi R, Yonekura T, Sueyoshi E, Ikeda S, Miyazaki Y, Maemura K.","Intern Med. 2023 May 17. doi: 10.2169/internalmedicine.1809-23. Online ahead of print.","Setoguchi A","Intern Med","2023","2023/05/17","","","10.2169/internalmedicine.1809-23"
"36345551","Outcomes of COVID-19 in heart failure, LVAD, and heart transplant patients in an advanced heart failure practice","George S, Cunningham LC, Nelson DP, Horstmanshof DA, Long JW, El Banayosy AM.","Am Heart J Plus. 2022 Dec;24:100223. doi: 10.1016/j.ahjo.2022.100223. Epub 2022 Nov 3.","George S","Am Heart J Plus","2022","2022/11/08","PMC9630293","","10.1016/j.ahjo.2022.100223"
"36545229","Reflecting on the advancements of HFrEF therapies over the last two decades and predicting what is yet to come","Piña IL, Gibson GT, Zieroth S, Kataria R.","Eur Heart J Suppl. 2022 Dec 19;24(Suppl L):L2-L9. doi: 10.1093/eurheartjsupp/suac112. eCollection 2022 Dec.","Piña IL","Eur Heart J Suppl","2022","2022/12/22","PMC9762889","","10.1093/eurheartjsupp/suac112"
"37637197","The AHA/ACC/HFSA 2022 Heart Failure Guidelines: Changing the Focus to Heart Failure Prevention","Abovich A, Matasic DS, Cardoso R, Ndumele CE, Blumenthal RS, Blankstein R, Gulati M.","Am J Prev Cardiol. 2023 Jul 30;15:100527. doi: 10.1016/j.ajpc.2023.100527. eCollection 2023 Sep.","Abovich A","Am J Prev Cardiol","2023","2023/08/28","PMC10457686","","10.1016/j.ajpc.2023.100527"
"36161232","Cardiovascular outcomes and trends of Transcatheter vs. Surgical aortic valve replacement among octogenarians with heart failure: A Propensity Matched national cohort analysis","Sattar Y, Song D, Almas T, Zghouzi M, Talib U, Suleiman AM, Ahmad B, Arshad J, Ullah W, Zia Khan M, Bianco CM, Bagur R, Rashid M, Mamas MA, Alraies MC.","Int J Cardiol Heart Vasc. 2022 Sep 15;42:101119. doi: 10.1016/j.ijcha.2022.101119. eCollection 2022 Oct.","Sattar Y","Int J Cardiol Heart Vasc","2022","2022/09/26","PMC9489740","","10.1016/j.ijcha.2022.101119"
"36440017","Duchenne muscular dystrophy involves the myocardium and causes arrhythmia: Case report","Liu X, Zhao W, Shu S, Zhang W.","Front Cardiovasc Med. 2022 Nov 9;9:974843. doi: 10.3389/fcvm.2022.974843. eCollection 2022.","Liu X","Front Cardiovasc Med","2022","2022/11/28","PMC9681897","","10.3389/fcvm.2022.974843"
"36547426","Contemporary Challenges of Regenerative Therapy in Patients with Ischemic and Non-Ischemic Heart Failure","Banovic M, Poglajen G, Vrtovec B, Ristic A.","J Cardiovasc Dev Dis. 2022 Dec 1;9(12):429. doi: 10.3390/jcdd9120429.","Banovic M","J Cardiovasc Dev Dis","2022","2022/12/22","PMC9783726","","10.3390/jcdd9120429"
"37537847","Effect of different types of aerobic training on peak VO2 and ejection fraction for diastolic heart failure patients; a comparative randomized control trial","Obaya HE, El-Moneim Abd El-Hakim AA, Fares HM, Eldin Saad MK, Abo Elyazed TI.","Physiother Res Int. 2023 Aug 3:e2044. doi: 10.1002/pri.2044. Online ahead of print.","Obaya HE","Physiother Res Int","2023","2023/08/04","","","10.1002/pri.2044"
"37213994","Effect of Acetazolamide as Add-On Diuretic Therapy in Patients With Heart Failure: A Meta-Analysis","Malik BA, Nnodebe I, Fayaz A, Inayat H, Murtaza SF, Umer M, Zaidi SAT, Amin A.","Cureus. 2023 Apr 18;15(4):e37792. doi: 10.7759/cureus.37792. eCollection 2023 Apr.","Malik BA","Cureus","2023","2023/05/22","PMC10198661","","10.7759/cureus.37792"
"36304430","Heart Rate Decrease After Atrial Fibrillation Catheter Ablation Predicts Decompensated Heart Failure After the Procedure","Matsuda Y, Masuda M, Sakio T, Asai M, Iida O, Okamoto S, Ishihara T, Nanto K, Tsujimura T, Hata Y, Uematsu H, Mano T.","Circ Rep. 2022 Sep 10;4(10):461-468. doi: 10.1253/circrep.CR-22-0078. eCollection 2022 Oct 7.","Matsuda Y","Circ Rep","2022","2022/10/28","PMC9535125","","10.1253/circrep.CR-22-0078"
"36970265","A meta-review of systematic reviews and meta-analyses on outcomes of psychosocial interventions in heart failure","Nahlén Bose C.","Front Psychiatry. 2023 Mar 10;14:1095665. doi: 10.3389/fpsyt.2023.1095665. eCollection 2023.","Nahlén Bose C","Front Psychiatry","2023","2023/03/27","PMC10036787","","10.3389/fpsyt.2023.1095665"
"36337890","Inspiratory muscle training in patients with heart failure: A systematic review and meta-analysis","Li H, Tao L, Huang Y, Li Z, Zhao J.","Front Cardiovasc Med. 2022 Oct 19;9:993846. doi: 10.3389/fcvm.2022.993846. eCollection 2022.","Li H","Front Cardiovasc Med","2022","2022/11/07","PMC9626810","","10.3389/fcvm.2022.993846"
"36950654","Development of a telemedicine group educational program for patients with heart failure: A delphi study","Alkouri O, Khader Y, Al-Bashaireh A, Al Marzouqi A, Zyoud A, Jarrah M, Khassawneh B, Khamaiseh K, Schultz T.","Heliyon. 2023 Mar 7;9(3):e14287. doi: 10.1016/j.heliyon.2023.e14287. eCollection 2023 Mar.","Alkouri O","Heliyon","2023","2023/03/23","PMC10025030","","10.1016/j.heliyon.2023.e14287"
"37342295","The Usefulness of Prioritization of Ivabradine Before Beta-Blockers in a Heart Failure Patient Suffering From Intra-hemodialysis Hypotension","Yamaguchi S, Nadoyama N, Kinjo K, Yagi N, Ishimori H, Shimabukuro M.","Cureus. 2023 Jun 18;15(6):e40609. doi: 10.7759/cureus.40609. eCollection 2023 Jun.","Yamaguchi S","Cureus","2023","2023/06/21","PMC10277751","","10.7759/cureus.40609"
"37671260","Hemodynamic testing to guide vasodilator therapy in cardiac amyloidosis","Rucker DM, Siddiqi OK, Pimentel DR, Luptak I.","J Cardiol Cases. 2023 Jun 13;28(3):105-108. doi: 10.1016/j.jccase.2023.04.011. eCollection 2023 Sep.","Rucker DM","J Cardiol Cases","2023","2023/09/06","PMC10477047","","10.1016/j.jccase.2023.04.011"
"37504285","The Role of the Piezo1 Mechanosensitive Channel in Heart Failure","Yuan W, Zhang X, Fan X.","Curr Issues Mol Biol. 2023 Jul 13;45(7):5830-5848. doi: 10.3390/cimb45070369.","Yuan W","Curr Issues Mol Biol","2023","2023/07/28","PMC10378680","","10.3390/cimb45070369"
"37454421","Correlates of musculoskeletal pain and kinesiophobia in older adults with heart failure: A structural equation model","Sentandreu-Mañó T, Deka P, Almenar L, Tomás JM, Alguacil-Sancho L, López-Vilella R, Klompstra L, Marques-Sule E.","Geriatr Nurs. 2023 Jul 14;53:72-77. doi: 10.1016/j.gerinurse.2023.07.003. Online ahead of print.","Sentandreu-Mañó T","Geriatr Nurs","2023","2023/07/16","","","10.1016/j.gerinurse.2023.07.003"
"37125316","Acute heart failure: differential diagnosis and treatment","Marini M, Manfredi R, Battistoni I, Francioni M, Vittoria Matassini M, Pongetti G, Angelini L, Shkoza M, Bontempo A, Belfioretti L, Piero Perna G.","Eur Heart J Suppl. 2023 Apr 26;25(Suppl C):C276-C282. doi: 10.1093/eurheartjsupp/suad027. eCollection 2023 May.","Marini M","Eur Heart J Suppl","2023","2023/05/01","PMC10132568","","10.1093/eurheartjsupp/suad027"
"36415422","Isolated Left Ventricular Noncompaction Presenting With Heart Failure With Reduced Ejection Fraction and Intrahospital Cardiac Arrest: A Case Report and Literature Review","Gonçalves FMF, Batista M, Campos AL, Costa M, Cotter J.","Cureus. 2022 Oct 21;14(10):e30559. doi: 10.7759/cureus.30559. eCollection 2022 Oct.","Gonçalves FMF","Cureus","2022","2022/11/23","PMC9674188","","10.7759/cureus.30559"
"36686274","Dobutamine-Induced Myoclonus in a Peritoneal Dialysis Patient: Case Report","Noel E, Fayoda B, Rabbani R, Benjamin YS, Lee J, Gillespie A.","Kidney Med. 2022 Dec 17;5(3):100591. doi: 10.1016/j.xkme.2022.100591. eCollection 2023 Mar.","Noel E","Kidney Med","2022","2023/01/23","PMC9851887","","10.1016/j.xkme.2022.100591"
"36312646","Left Ventricular Non-compaction in a 40-Year-Old Male With Congenital Hydrocephalus","Ritchie C, Albagoush S.","Cureus. 2022 Sep 24;14(9):e29546. doi: 10.7759/cureus.29546. eCollection 2022 Sep.","Ritchie C","Cureus","2022","2022/10/31","PMC9592865","","10.7759/cureus.29546"
"37456346","Measurement of Blood Volume in Patients with Heart Failure: Clinical Relevance, Surrogates, Historical Background and Contemporary Methodology","Miller WL.","Heart Int. 2023 May 11;17(1):36-43. doi: 10.17925/HI.2023.17.1.36. eCollection 2023.","Miller WL","Heart Int","2023","2023/07/17","PMC10339432","","10.17925/HI.2023.17.1.36"
"37673205","Iron Deficiency in Chronic Pediatric Heart Failure: Overall Assessment and Outcomes in Dilated Cardiomyopathy","Phillips L, Richmond M, Neunert C, Jin Z, Brittenham GM.","J Pediatr. 2023 Sep 4:113721. doi: 10.1016/j.jpeds.2023.113721. Online ahead of print.","Phillips L","J Pediatr","2023","2023/09/06","","","10.1016/j.jpeds.2023.113721"
"37069872","A Case of Cardiac Sarcoidosis Masquerading As Heart Failure With Ventricular Arrhythmia","Kim K, Marvil C, Adhyaru BB.","Cureus. 2023 Mar 16;15(3):e36239. doi: 10.7759/cureus.36239. eCollection 2023 Mar.","Kim K","Cureus","2023","2023/04/18","PMC10105599","","10.7759/cureus.36239"
"36605067","Entrectinib-Induced Heart Failure in a Patient With Metastatic Lung Adenocarcinoma: A Case Report","Otsu Y, Kata Y, Takayasu H, Inoue S, Kaneko T.","Cureus. 2022 Dec 4;14(12):e32174. doi: 10.7759/cureus.32174. eCollection 2022 Dec.","Otsu Y","Cureus","2022","2023/01/06","PMC9808486","","10.7759/cureus.32174"
"36498678","Longitudinal Surveillance of Fetal Heart Failure Using Speckle Tracking Analysis","Murlewska J, Sylwestrzak O, Respondek-Liberska M, Sklansky M, Devore G.","J Clin Med. 2022 Nov 30;11(23):7102. doi: 10.3390/jcm11237102.","Murlewska J","J Clin Med","2022","2022/12/11","PMC9737806","","10.3390/jcm11237102"
"37525713","Right heart failure after left ventricular assist device implantation: a persistent problem","Siems C, Aggarwal R, Shaffer A, John R.","Indian J Thorac Cardiovasc Surg. 2023 Jul;39(Suppl 1):161-169. doi: 10.1007/s12055-023-01481-z. Epub 2023 Feb 22.","Siems C","Indian J Thorac Cardiovasc Surg","2023","2023/08/01","PMC10387018","","10.1007/s12055-023-01481-z"
"36879680","Successful treatment with ivabradine in a β-blocker-refractory patient with acute decompensated heart failure with reduced ejection fraction","Inoue T, Matsunaga K, Kobayashi W, Minamino T.","Clin Case Rep. 2023 Mar 4;11(3):e6890. doi: 10.1002/ccr3.6890. eCollection 2023 Mar.","Inoue T","Clin Case Rep","2023","2023/03/07","PMC9984869","","10.1002/ccr3.6890"
"36407199","Left Ventricular Assist Device Evaluation for Congestive Heart Failure With Hypereosinophilic Syndrome in a 76-Year-Old Male","Naz A, Hassan M, Ho K.","Cureus. 2022 Oct 17;14(10):e30394. doi: 10.7759/cureus.30394. eCollection 2022 Oct.","Naz A","Cureus","2022","2022/11/21","PMC9671199","","10.7759/cureus.30394"
"36844727","Causal association between cardiovascular diseases and erectile dysfunction, a Mendelian randomization study","Li Q, Long Q, Ren B, Bing S.","Front Cardiovasc Med. 2023 Feb 9;10:1094330. doi: 10.3389/fcvm.2023.1094330. eCollection 2023.","Li Q","Front Cardiovasc Med","2023","2023/02/27","PMC9947236","","10.3389/fcvm.2023.1094330"
"37521576","Rescue balloon pulmonary angioplasty for refractory heart failure in chronic thromboembolic pulmonary hypertension complicated with takotsubo cardiomyopathy","Kanezawa M, Naito T, Shimokawahara H, Ogawa A, Matsubara H.","J Cardiol Cases. 2023 Jun 14;28(2):79-82. doi: 10.1016/j.jccase.2023.04.004. eCollection 2023 Aug.","Kanezawa M","J Cardiol Cases","2023","2023/07/31","PMC10382977","","10.1016/j.jccase.2023.04.004"
"30252243","EMS Left Ventricular Assist Device Management","Choi H, Merrill SA.","2023 May 8. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2023 Jan–.","Choi HMerrill SA","StatPearls","2023","2023/05/08","","",""
"37182087","Sodium-Glucose Cotransporter 2 Inhibitors: A Scoping Review of the Positive Implications on Cardiovascular and Renal Health and Dynamics for Clinical Practice","Erdem S, Titus A, Patel D, Patel NN, Sattar Y, Glazier J, Alraies MC.","Cureus. 2023 Apr 8;15(4):e37310. doi: 10.7759/cureus.37310. eCollection 2023 Apr.","Erdem S","Cureus","2023","2023/05/14","PMC10166724","","10.7759/cureus.37310"
